PostNumber,DiseaseId,DiseaseName,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName
8100,,,C0239377,Arm Pain,,,,,,
8100,,,,,,,C1145804,lansoprazole 15 MG,,
8100,,,,,,,,,C1269612,Entire upper arm
8103,C0027051,Myocardial Infarction,,,,,,,,
8103,,,C0221512,Stomach ache,,,,,,
8103,,,C0278148,Throbbing pain,,,,,,
8103,,,C0030193,Pain,,,,,,
8103,,,C0014724,Eructation,,,,,,
8103,,,,,C0152054,Therapeutic tactile stimulation,,,,
8103,,,,,C0087111,Therapeutic procedure,,,,
8103,,,,,,,,,C1278920,Entire stomach
8103,,,,,,,,,C0034196,Pylorus
8103,,,,,,,,,C1280698,Entire throat (surface region of neck)
8103,,,,,,,,,C1184743,bony process
8107,C0024473,Magnesium Deficiency,,,,,,,,
8107,,,C0015644,Muscular fasciculation,,,,,,
8107,,,C0012833,Dizziness,,,,,,
8107,,,C0858665,stomach burning sensation of,,,,,,
8107,,,C0344375,Stomach cramps (finding),,,,,,
8107,,,C0564821,Pain in right arm,,,,,,
8107,,,,,,,,,C1278920,Entire stomach
8107,,,,,,,,,C1280698,Entire throat (surface region of neck)
8107,,,,,,,,,C0014876,Esophagus
8108,C0041582,Ulcer,,,,,,,,
8108,,,C0013395,Dyspepsia,,,,,,
8108,,,C0231218,Malaise,,,,,,
8108,,,C0012833,Dizziness,,,,,,
8108,,,C0220870,Lightheadedness,,,,,,
8108,,,,,,,,,C0035561,Bone structure of rib
8108,,,,,,,,,C0018787,Heart
8120,C0004623,Bacterial Infections,,,,,,,,
8120,,,C0016204,Flatulence,,,,,,
8120,,,C0221512,Stomach ache,,,,,,
8120,,,C1291077,Abdominal bloating,,,,,,
8120,,,,,,,,,C1278920,Entire stomach
8121,C0086227,Enterobiasis,,,,,,,,
8121,,,C0235129,Feeling strange,,,,,,
8121,,,C0033774,Pruritus,,,,,,
8121,,,,,,,,,C0229962,Body part
8123,C0026946,Mycoses,,,,,,,,
8123,,,C0033774,Pruritus,,,,,,
8123,,,,,C0152277,Incision and drainage,,,,
8123,,,,,C0001566,Administration| Topical,,,,
8123,,,,,,,,,C0027342,Nail plate
8123,,,,,,,,,C0222007,Structure of nail of toe
8128,C0019112,Hemorrhoids,,,,,,,,
8128,,,C0033774,Pruritus,,,,,,
8128,,,C0234233,Sore to touch,,,,,,
8128,,,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,
8128,,,,,C0087111,Therapeutic procedure,,,,
8128,,,,,,,,,C1278927,Entire anus
8129,C0016167,Anal Fissure,,,,,,,,
8129,,,C0033774,Pruritus,,,,,,
8129,,,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,
8129,,,,,C0150141,Bathing,,,,
8129,,,,,C0079613,Adoptive Immunotherapy,,,,
8129,,,,,C0152277,Incision and drainage,,,,
8129,,,,,,,,,C1278927,Entire anus
8132,C0033860,Psoriasis,,,,,,,,
8132,,,C0033774,Pruritus,,,,,,
8132,,,,,C1519433,Special Diet Therapy,,,,
8133,C0086227,Enterobiasis,,,,,,,,
8133,,,C0033774,Pruritus,,,,,,
8133,,,,,C0185023,Fixation - action,,,,
8133,,,,,C1519433,Special Diet Therapy,,,,
8137,C0033860,Psoriasis,,,,,,,,
8137,,,C0033774,Pruritus,,,,,,
8137,,,,,C1519433,Special Diet Therapy,,,,
8140,C1836672,Total Hypotrichosis| Mari type,,,,,,,,
8140,,,C0033774,Pruritus,,,,,,
8146,C0003872,Arthritis| Psoriatic,,,,,,,,
8146,,,,,C0087111,Therapeutic procedure,,,,
8147,C1836123,Goldberg-Shprintzen megacolon syndrome,,,,,,,,
8147,,,C0030193,Pain,,,,,,
8147,,,,,C0184958,Toilet procedure,,,,
8147,,,,,C1533685,Injection procedure,,,,
8147,,,,,,,,,C1281590,Entire head
8147,,,,,,,,,C1280541,Entire nerve
8147,,,,,,,,,C0459397,Skin crease
8148,C3542022,SHORT STATURE| ONYCHODYSPLASIA| FACIAL DYSMORPHISM| AND HYPOTRICHOSIS SYNDROME,,,,,,,,
8148,,,C0033774,Pruritus,,,,,,
8148,,,C0033775,Pruritus Ani,,,,,,
8148,,,,,C0184958,Toilet procedure,,,,
8148,,,,,C0087111,Therapeutic procedure,,,,
8148,,,,,,,,,C0003461,Anus
8148,,,,,,,,,C0021853,Intestines
8148,,,,,,,,,C1409894,Sphincter
8152,C0003872,Arthritis| Psoriatic,,,,,,,,
8152,,,C0234238,Ache,,,,,,
8152,,,C0221170,Muscular stiffness,,,,,,
8152,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
8152,,,C0030193,Pain,,,,,,
8152,,,C0427008,Stiffness,,,,,,
8152,,,,,,,,,C1281590,Entire head
8152,,,,,,,,,C1281589,Entire toe
8152,,,,,,,,,C0036270,Scalp structure
8154,C0003872,Arthritis| Psoriatic,,,,,,,,
8154,,,C0221423,Illness (finding),,,,,,
8154,,,C0027497,Nausea,,,,,,
8154,,,,,C0021485,Injection of therapeutic agent,,,,
8154,,,,,,,C4034144,Methotrexate Injection,,
8154,,,,,,,,,C1278920,Entire stomach
8155,C0033860,Psoriasis,,,,,,,,
8156,C0003872,Arthritis| Psoriatic,,,,,,,,
8156,,,C0033774,Pruritus,,,,,,
8156,,,,,,,,,C1305417,Entire elbow region
8156,,,,,,,,,C0018563,Hand
8157,C0003872,Arthritis| Psoriatic,,,,,,,,
8157,,,C0033774,Pruritus,,,,,,
8157,,,,,C3258078,Psoriasis treatment,,,,
8157,,,,,,,,,C1269612,Entire upper arm
8157,,,,,,,,,C0022742,Knee
8158,C0003872,Arthritis| Psoriatic,,,,,,,,
8158,,,C0578454,Neck swelling,,,,,,
8158,,,C0221423,Illness (finding),,,,,,
8158,,,C0015230,Exanthema,,,,,,
8158,,,C1517205,Flare,,,,,,
8158,,,C0242429,Sore Throat,,,,,,
8158,,,C0033774,Pruritus,,,,,,
8158,,,C0030193,Pain,,,,,,
8158,,,,,C3687832,DRUGS,,,,
8158,,,,,C0242390,Home Remedies,,,,
8158,,,,,C0522772,Shaving - surgical procedure,,,,
8158,,,,,,,,,C1281590,Entire head
8158,,,,,,,,,C0746922,Anatomic Node
8158,,,,,,,,,C1281589,Entire toe
8158,,,,,,,,,C0024204,lymph nodes
8158,,,,,,,,,C1281592,Entire neck
8159,C0033860,Psoriasis,,,,,,,,
8159,,,,,,,,,C1269612,Entire upper arm
8160,C0003872,Arthritis| Psoriatic,,,,,,,,
8160,,,C0221423,Illness (finding),,,,,,
8160,,,C0015230,Exanthema,,,,,,
8160,,,C0162298,Joint stiffness,,,,,,
8160,,,C0030193,Pain,,,,,,
8160,,,C0027769,Nervousness,,,,,,
8160,,,,,C1299575,Treatment modification,,,,
8160,,,,,,,,,C0230365,Structure of right wrist
8160,,,,,,,,,C1281589,Entire toe
8160,,,,,,,,,C0018563,Hand
8160,,,,,,,,,C0222001,Structure of nail of finger
8160,,,,,,,,,C0230460,Structure of right foot
8161,C0003872,Arthritis| Psoriatic,,,,,,,,
8161,,,C0221423,Illness (finding),,,,,,
8161,,,,,,,,,C0015392,Eye
8162,C0003872,Arthritis| Psoriatic,,,,,,,,
8162,,,C0311222,Painful swelling of joint,,,,,,
8162,,,C0234233,Sore to touch,,,,,,
8162,,,,,,,,,C0022742,Knee
8163,C0003872,Arthritis| Psoriatic,,,,,,,,
8163,,,C0152031,Joint swelling,,,,,,
8163,,,C0015230,Exanthema,,,,,,
8163,,,C0027497,Nausea,,,,,,
8163,,,C0239833,Hand pain,,,,,,
8163,,,C0151908,Dry skin,,,,,,
8163,,,C0040822,Tremor,,,,,,
8163,,,C3670794,Pain of digit,,,,,,
8163,,,C0030193,Pain,,,,,,
8163,,,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,
8163,,,,,,,,,C0221997,Nail bed structure
8163,,,,,,,,,C0040357,Toes
8163,,,,,,,,,C0027342,Nail plate
8163,,,,,,,,,C4048756,Right arm
8163,,,,,,,,,C1281584,Entire finger
8163,,,,,,,,,C0005847,Blood Vessel
8163,,,,,,,,,C3686663,Structure of thick cushion of skin under digit
8164,C0003872,Arthritis| Psoriatic,,,,,,,,
8164,,,C0497406,Overweight,,,,,,
8164,,,C0033774,Pruritus,,,,,,
8164,,,C0030193,Pain,,,,,,
8164,,,,,C0017296,gene therapy,,,,
8164,,,,,,,,,C0019552,Hip structure
8165,C0022782,Penile Leukoplakia,,,,,,,,
8165,,,C0033774,Pruritus,,,,,,
8165,,,,,,,,,C0227948,Glans penis
8165,,,,,,,,,C1550261,Glans
8165,,,,,,,,,C1280739,Entire penis
8166,C0012634,Disease,,,,,,,,
8166,,,,,C0040440,Tooth Extraction,,,,
8166,,,,,,,,,C0017562,Gingiva
8166,,,,,,,,,C0018563,Hand
8166,,,,,,,,,C1281591,Entire face
8166,,,,,,,,,C0016504,Foot
8167,C0003872,Arthritis| Psoriatic,,,,,,,,
8167,,,C0007859,Neck Pain,,,,,,
8167,,,,,C0005527,Biological Response Modifier Therapy,,,,
8167,,,,,C0013216,Pharmacotherapy,,,,
8167,,,,,,,,,C0229299,Left ear structure
8167,,,,,,,,,C0040408,Tongue
8167,,,,,,,,,C0022359,Jaw
8167,,,,,,,,,C0521421,Entire ear
8168,C0003872,Arthritis| Psoriatic,,,,,,,,
8168,,,C0030193,Pain,,,,,,
8168,,,,,C0282615,Rhizotomy procedure,,,,
8168,,,,,C0087111,Therapeutic procedure,,,,
8168,,,,,,,,,C1281590,Entire head
8168,,,,,,,,,C0037949,Vertebral column
8168,,,,,,,,,C1281591,Entire face
8169,C0003872,Arthritis| Psoriatic,,,,,,,,
8169,,,C1517205,Flare,,,,,,
8169,,,C0030193,Pain,,,,,,
8169,,,,,C0392879,infusion of cortisone,,,,
8169,,,,,C0021485,Injection of therapeutic agent,,,,
8170,C0003872,Arthritis| Psoriatic,,,,,,,,
8170,,,C0557875,Tired,,,,,,
8170,,,,,C0451615,Pain relief,,,,
8170,,,,,C3687832,DRUGS,,,,
8171,C0003872,Arthritis| Psoriatic,,,,,,,,
8172,C0012634,Disease,,,,,,,,
8172,,,C0033774,Pruritus,,,,,,
8173,C0003872,Arthritis| Psoriatic,,,,,,,,
8173,,,,,,,,,C1552158,Supernumerary mandibular right central primary incisor
8174,C0003872,Arthritis| Psoriatic,,,,,,,,
8174,,,C0004604,Back Pain,,,,,,
8174,,,C0030193,Pain,,,,,,
8174,,,,,,,,,C0018563,Hand
8174,,,,,,,,,C1184743,bony process
8174,,,,,,,,,C0016504,Foot
8175,C0003872,Arthritis| Psoriatic,,,,,,,,
8175,,,,,C3687832,DRUGS,,,,
8175,,,,,C0021485,Injection of therapeutic agent,,,,
8176,C0003872,Arthritis| Psoriatic,,,,,,,,
8176,,,C0221423,Illness (finding),,,,,,
8176,,,,,C3687832,DRUGS,,,,
8176,,,,,,,,,C0003461,Anus
8177,C0003872,Arthritis| Psoriatic,,,,,,,,
8177,,,C0015230,Exanthema,,,,,,
8177,,,C0033774,Pruritus,,,,,,
8177,,,C0030193,Pain,,,,,,
8177,,,,,,,,,C1281590,Entire head
8177,,,,,,,,,C0227952,Foreskin of penis
8177,,,,,,,,,C1280739,Entire penis
8178,C0033860,Psoriasis,,,,,,,,
8178,,,C0015230,Exanthema,,,,,,
8178,,,,,C0087111,Therapeutic procedure,,,,
8178,,,,,,,,,C0018563,Hand
8178,,,,,,,,,C0223792,Phalanx of hand
8178,,,,,,,,,C0521421,Entire ear
8178,,,,,,,,,C0036270,Scalp structure
8179,C0003872,Arthritis| Psoriatic,,,,,,,,
8179,,,,,C1531518,Biological treatment,,,,
8179,,,,,C0087111,Therapeutic procedure,,,,
8179,,,,,,,,,C1278920,Entire stomach
8180,C0003872,Arthritis| Psoriatic,,,,,,,,
8180,,,C0231218,Malaise,,,,,,
8180,,,C0033774,Pruritus,,,,,,
8180,,,,,C0152054,Therapeutic tactile stimulation,,,,
8181,C0003872,Arthritis| Psoriatic,,,,,,,,
8181,,,C0037763,Spasm,,,,,,
8181,,,C0026821,Muscle Cramp,,,,,,
8181,,,,,,,,,C0036277,Bone structure of scapula
8181,,,,,,,,,C1281592,Entire neck
8182,C0003872,Arthritis| Psoriatic,,,,,,,,
8182,,,,,,,,,C1269612,Entire upper arm
8185,C0033860,Psoriasis,,,,,,,,
8185,,,C0015230,Exanthema,,,,,,
8185,,,,,C0152277,Incision and drainage,,,,
8185,,,,,,,,,C1305417,Entire elbow region
8185,,,,,,,,,C0022742,Knee
8185,,,,,,,,,C0036270,Scalp structure
8186,C0003872,Arthritis| Psoriatic,,,,,,,,
8186,,,C0042963,Vomiting,,,,,,
8186,,,C0030193,Pain,,,,,,
8186,,,,,C0451615,Pain relief,,,,
8186,,,,,C0846764,plaque removal,,,,
8186,,,,,C0152277,Incision and drainage,,,,
8186,,,,,C0005527,Biological Response Modifier Therapy,,,,
8186,,,,,,,,,C0022646,Kidney
8187,C0022104,Irritable Bowel Syndrome,,,,,,,,
8187,,,C0006625,Cachexia,,,,,,
8187,,,C0231218,Malaise,,,,,,
8187,,,C0030193,Pain,,,,,,
8190,C0022104,Irritable Bowel Syndrome,,,,,,,,
8196,C0456512,Sleep Starts,,,,,,,,
8206,C0041912,Upper Respiratory Infections,,,,,,,,
8208,C0268621,Hepatic methionine adenosyltransferase deficiency,,,,,,,,
8208,,,,,,,,,C0018787,Heart
8208,,,,,,,,,C1281591,Entire face
8212,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,,
8212,,,,,C0152054,Therapeutic tactile stimulation,,,,
8214,C0001752,African swine fever,,,,,,,,
8214,,,C0040822,Tremor,,,,,,
8214,,,C0028084,Nightmares,,,,,,
8214,,,,,,,,,C1278920,Entire stomach
8214,,,,,,,,,C0018787,Heart
8214,,,,,,,,,C0018563,Hand
8214,,,,,,,,,C0022742,Knee
8214,,,,,,,,,C0015392,Eye
8217,C0270724,Infantile Neuroaxonal Dystrophy,,,,,,,,
8217,,,,,C0087111,Therapeutic procedure,,,,
8220,C0019247,Hereditary Diseases,,,,,,,,
8220,,,C1446787,Cramping sensation quality,,,,,,
8220,,,C0026821,Muscle Cramp,,,,,,
8220,,,C0232495,Lower abdominal pain,,,,,,
8220,,,,,C3146282,Medical abortion (procedure),,,,
8221,C0019247,Hereditary Diseases,,,,,,,,
8221,,,C0240352,Morning nausea,,,,,,
8221,,,C0221512,Stomach ache,,,,,,
8221,,,C0000737,Abdominal Pain,,,,,,
8221,,,,,,,,,C1278920,Entire stomach
8221,,,,,,,,,C0041967,Urethra
8222,C0019247,Hereditary Diseases,,,,,,,,
8222,,,C0037088,Signs and Symptoms,,,,,,
8223,C0032768,Postherpetic neuralgia,,,,,,,,
8223,,,C0018681,Headache,,,,,,
8223,,,C0302539,spells (neurological symptom),,,,,,
8223,,,,,C0184661,Interventional procedure,,,,
8223,,,,,C0547070,Ablation,,,,
8223,,,,,,,,,C0227192,Inferior esophageal sphincter structure
8223,,,,,,,,,C1280541,Entire nerve
8224,C0032768,Postherpetic neuralgia,,,,,,,,
8224,,,C0028643,Numbness,,,,,,
8224,,,C0748706,side pain,,,,,,
8224,,,C0015230,Exanthema,,,,,,
8224,,,C2242996,Has tingling sensation,,,,,,
8224,,,C0013456,Earache,,,,,,
8224,,,C0236000,Jaw pain,,,,,,
8224,,,C0030193,Pain,,,,,,
8224,,,C0751372,Nerve Pain,,,,,,
8224,,,,,C0196542,Operative procedure on nerve,,,,
8224,,,,,C0186045,Lumbar spinal fusion,,,,
8224,,,,,C0557061,Discussion (procedure),,,,
8224,,,,,C0919636,spinal fusion surgery,,,,
8224,,,,,C0185051,Removal by grinding,,,,
8224,,,,,,,,,C0015392,Eye
8224,,,,,,,,,C0040426,Tooth structure
8224,,,,,,,,,C0521421,Entire ear
8224,,,,,,,,,C1281591,Entire face
8224,,,,,,,,,C0043539,Zygomatic bone
8224,,,,,,,,,C0022359,Jaw
8225,C0032768,Postherpetic neuralgia,,,,,,,,
8225,,,C0015672,Fatigue,,,,,,
8225,,,C0030193,Pain,,,,,,
8225,,,,,C0009244,Cognitive Therapy,,,,
8226,C0019247,Hereditary Diseases,,,,,,,,
8226,,,,,C0700589,Contraceptive methods,,,,
8227,C0032768,Postherpetic neuralgia,,,,,,,,
8227,,,C0281856,Generalized aches and pains,,,,,,
8227,,,C0033774,Pruritus,,,,,,
8227,,,C0234230,Pain| Burning,,,,,,
8227,,,C3714552,Weakness,,,,,,
8227,,,C0030193,Pain,,,,,,
8227,,,C0023380,Lethargy,,,,,,
8227,,,,,C1522704,Exercise Pain Management,,,,
8227,,,,,,,,,C0230102,Lower back structure
8227,,,,,,,,,C1281590,Entire head
8227,,,,,,,,,C0038351,Stomach
8227,,,,,,,,,C1269078,Entire upper limb
8228,C0032768,Postherpetic neuralgia,,,,,,,,
8228,,,,,C0204727,Isolation procedure,,,,
8229,C0032768,Postherpetic neuralgia,,,,,,,,
8229,,,C0015672,Fatigue,,,,,,
8229,,,C0030193,Pain,,,,,,
8229,,,,,,,,,C0227192,Inferior esophageal sphincter structure
8230,C0032768,Postherpetic neuralgia,,,,,,,,
8230,,,,,C0152277,Incision and drainage,,,,
8230,,,,,C0557061,Discussion (procedure),,,,
8230,,,,,C0087111,Therapeutic procedure,,,,
8230,,,,,,,,,C1281590,Entire head
8230,,,,,,,,,C1267072,Entire vertebral column
8230,,,,,,,,,C1281591,Entire face
8230,,,,,,,,,C0036270,Scalp structure
8231,C0032768,Postherpetic neuralgia,,,,,,,,
8231,,,C0015230,Exanthema,,,,,,
8231,,,C0033774,Pruritus,,,,,,
8232,C0032768,Postherpetic neuralgia,,,,,,,,
8232,,,C0235108,Feeling tense,,,,,,
8232,,,C0423673,Pain in spine,,,,,,
8232,,,C0015230,Exanthema,,,,,,
8232,,,C0033774,Pruritus,,,,,,
8232,,,C0234230,Pain| Burning,,,,,,
8232,,,C0030193,Pain,,,,,,
8232,,,C0917801,Sleeplessness,,,,,,
8232,,,C0027769,Nervousness,,,,,,
8232,,,,,C0021485,Injection of therapeutic agent,,,,
8232,,,,,C0152277,Incision and drainage,,,,
8232,,,,,C1533685,Injection procedure,,,,
8232,,,,,C0002766,Pain management,,,,
8232,,,,,C0087111,Therapeutic procedure,,,,
8232,,,,,,,C1251704,Lidocaine Transdermal Patch,,
8232,,,,,,,,,C1556138,Disc - Body Part
8232,,,,,,,,,C0037949,Vertebral column
8233,C0032768,Postherpetic neuralgia,,,,,,,,
8233,,,C0557875,Tired,,,,,,
8233,,,C0030193,Pain,,,,,,
8233,,,C0751372,Nerve Pain,,,,,,
8233,,,,,C0040461,Toothbrushing,,,,
8233,,,,,C0152054,Therapeutic tactile stimulation,,,,
8233,,,,,,,,,C1305418,Entire calf of leg (body structure)
8233,,,,,,,,,C0230426,Structure of left thigh
8233,,,,,,,,,C0022742,Knee
8233,,,,,,,,,C1280541,Entire nerve
8233,,,,,,,,,C1281586,Entire thigh
8235,C0012634,Disease,,,,,,,,
8235,,,C0813178,Bewilderment,,,,,,
8235,,,,,C0728940,Excision,,,,
8235,,,,,C0557061,Discussion (procedure),,,,
8235,,,,,C0087111,Therapeutic procedure,,,,
8235,,,,,C0013216,Pharmacotherapy,,,,
8235,,,,,C0812987,Chemotherapy Drugs Adminstered,,,,
8237,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8237,,,C0563277,Right sided abdominal pain,,,,,,
8237,,,C0030193,Pain,,,,,,
8237,,,,,C0087111,Therapeutic procedure,,,,
8238,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8238,,,,,C1522704,Exercise Pain Management,,,,
8238,,,,,,,,,C1571705,Follicle
8238,,,,,,,,,C0029939,Ovary
8238,,,,,,,,,C0227874,Structure of left ovary
8238,,,,,,,,,C1281196,Entire right ovary
8239,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8239,,,,,C1519433,Special Diet Therapy,,,,
8240,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8240,,,C0748706,side pain,,,,,,
8240,,,C0312416,Morning Sickness,,,,,,
8240,,,C0547005,Mid-cycle bleeding,,,,,,
8240,,,C0030193,Pain,,,,,,
8240,,,C0683369,Clouded consciousness,,,,,,
8240,,,,,,,,,C1281196,Entire right ovary
8241,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8241,,,C0392674,Exhaustion,,,,,,
8241,,,C0302539,spells (neurological symptom),,,,,,
8241,,,,,C1522704,Exercise Pain Management,,,,
8241,,,,,,,,,C0018494,Hair
8242,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8242,,,,,C0152277,Incision and drainage,,,,
8242,,,,,C0557061,Discussion (procedure),,,,
8243,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8243,,,C0015230,Exanthema,,,,,,
8243,,,C0497406,Overweight,,,,,,
8243,,,,,C1522704,Exercise Pain Management,,,,
8243,,,,,,,,,C0040357,Toes
8243,,,,,,,,,C0018494,Hair
8243,,,,,,,,,C0016504,Foot
8244,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8244,,,C0221423,Illness (finding),,,,,,
8244,,,C0557875,Tired,,,,,,
8244,,,C0024902,Mastodynia,,,,,,
8244,,,,,C0184958,Toilet procedure,,,,
8245,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8245,,,C0557875,Tired,,,,,,
8246,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8246,,,C0231218,Malaise,,,,,,
8246,,,C0312414,Menstrual spotting,,,,,,
8246,,,,,C0700589,Contraceptive methods,,,,
8247,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8247,,,C0312414,Menstrual spotting,,,,,,
8247,,,,,C0184958,Toilet procedure,,,,
8248,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8248,,,,,C0522772,Shaving - surgical procedure,,,,
8248,,,,,,,,,C0006141,Breast
8248,,,,,,,,,C0926393,Hair of chin
8249,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8249,,,C0221423,Illness (finding),,,,,,
8249,,,C0042963,Vomiting,,,,,,
8249,,,C0404484,Chronic pelvic pain of female,,,,,,
8249,,,C0039070,Syncope,,,,,,
8249,,,C0030193,Pain,,,,,,
8249,,,C0302539,spells (neurological symptom),,,,,,
8250,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8250,,,C0026821,Muscle Cramp,,,,,,
8250,,,C0085593,Chills,,,,,,
8251,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8251,,,C0221423,Illness (finding),,,,,,
8251,,,C0027497,Nausea,,,,,,
8251,,,C3714552,Weakness,,,,,,
8251,,,,,C0013103,Drainage procedure,,,,
8251,,,,,,,,,C0581667,Sacral spine structure
8251,,,,,,,,,C0042149,Uterus
8251,,,,,,,,,C0005682,Urinary Bladder
8252,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8252,,,,,C0018504,General hair removal - epilation,,,,
8252,,,,,C0522772,Shaving - surgical procedure,,,,
8253,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8253,,,C0221512,Stomach ache,,,,,,
8253,,,C0027497,Nausea,,,,,,
8253,,,C0231218,Malaise,,,,,,
8253,,,C0012833,Dizziness,,,,,,
8253,,,C0030193,Pain,,,,,,
8254,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8254,,,C0026821,Muscle Cramp,,,,,,
8254,,,,,C0020699,Hysterectomy,,,,
8254,,,,,C0029936,Ovariectomy,,,,
8254,,,,,,,,,C0029939,Ovary
8255,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8255,,,C0033774,Pruritus,,,,,,
8255,,,C0030193,Pain,,,,,,
8255,,,,,C0020699,Hysterectomy,,,,
8255,,,,,C0087111,Therapeutic procedure,,,,
8255,,,,,,,,,C0038351,Stomach
8256,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8256,,,C0221512,Stomach ache,,,,,,
8256,,,C0027497,Nausea,,,,,,
8256,,,C0231218,Malaise,,,,,,
8256,,,C0012833,Dizziness,,,,,,
8256,,,C0030193,Pain,,,,,,
8257,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8258,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8258,,,C0497406,Overweight,,,,,,
8258,,,,,C0452415,Diet good,,,,
8258,,,,,C1522704,Exercise Pain Management,,,,
8258,,,,,,,,,C1278920,Entire stomach
8258,,,,,,,,,C1552134,20s
8259,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8259,,,C0234238,Ache,,,,,,
8259,,,C0030794,Pelvic Pain,,,,,,
8259,,,C0030193,Pain,,,,,,
8259,,,,,,,,,C0926368,Hair of chest
8260,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8260,,,C0030193,Pain,,,,,,
8260,,,,,C1519433,Special Diet Therapy,,,,
8260,,,,,C0087111,Therapeutic procedure,,,,
8260,,,,,,,,,C0227073,Mandibular right first molar
8261,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8261,,,C0221423,Illness (finding),,,,,,
8261,,,C0000737,Abdominal Pain,,,,,,
8261,,,C0030193,Pain,,,,,,
8261,,,C0344375,Stomach cramps (finding),,,,,,
8261,,,,,C0339897,Transjugular intrahepatic portosystemic shunt procedure,,,,
8261,,,,,,,,,C1278920,Entire stomach
8261,,,,,,,,,C0018494,Hair
8261,,,,,,,,,C0221980,Structure of hair of face
8262,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8262,,,C0030794,Pelvic Pain,,,,,,
8262,,,,,,,,,C0006141,Breast
8263,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8263,,,,,,,,,C1184743,bony process
8264,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8265,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8265,,,,,C0087111,Therapeutic procedure,,,,
8266,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8266,,,C0036572,Seizures,,,,,,
8266,,,C0312414,Menstrual spotting,,,,,,
8266,,,,,,,C3216617,Progesterone Pill,,
8266,,,,,,,,,C0018563,Hand
8266,,,,,,,,,C1281197,Entire left ovary
8266,,,,,,,,,C1281196,Entire right ovary
8267,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8268,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8268,,,C0221423,Illness (finding),,,,,,
8268,,,,,,,,,C1278920,Entire stomach
8268,,,,,,,,,C0926393,Hair of chin
8269,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8269,,,C0497406,Overweight,,,,,,
8270,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8270,,,C0497406,Overweight,,,,,,
8270,,,,,C1519433,Special Diet Therapy,,,,
8272,C3280240,MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME,,,,,,,,
8273,C0080040,Postpoliomyelitis Syndrome,,,,,,,,
8274,C0032460,Polycystic Ovary Syndrome,,,,,,,,
8276,C0038454,Cerebrovascular accident,,,,,,,,
8277,C0080040,Postpoliomyelitis Syndrome,,,,,,,,
8277,,,C1836296,Weakness of lower limb,,,,,,
8277,,,C3714552,Weakness,,,,,,
8277,,,,,,,,,C1279606,Entire left lower leg
8277,,,,,,,,,C1279999,Entire left foot
8278,C0012634,Disease,,,,,,,,
8278,,,,,C0472699,Hemopoietic stem cell transplant,,,,
8278,,,,,,,,,C0694662,Left vastus lateralis
8280,C0080040,Postpoliomyelitis Syndrome,,,,,,,,
8280,,,C0231617,Catch - Finding of sensory dimension of pain,,,,,,
8280,,,C2032351,Pain in left hand,,,,,,
8280,,,C0030193,Pain,,,,,,
8280,,,,,,,,,C0015385,Limb structure
8280,,,,,,,,,C0230347,Left upper arm structure
8280,,,,,,,,,C1269612,Entire upper arm
8280,,,,,,,,,C0559499,Biceps brachii muscle structure
8280,,,,,,,,,C0224234,Structure of deltoid muscle
8280,,,,,,,,,C1995013,Set of muscles
