Source,Destination,Weight
C0577573,C0700590,1.0
C0577573,C0242429,1.0
C0577573,C0024031,2.0
C0577573,C0278145,1.0
C0577573,C0151786,1.0
C0577573,C0574068,1.0
C0577573,C0238740,2.0
C0577573,C0006625,2.0
C0577573,C0233488,1.0
C0577573,C0858708,1.0
C0577573,C0558920,1.0
C0577573,C0476227,1.0
C0577573,C0027498,2.0
C0577573,C3640008,1.0
C0577573,C0234373,1.0
C0004604,C0241705,2.0
C0004604,C0000737,1.0
C0004604,C0003862,3.0
C0004604,C0850045,1.0
C0004604,C0600142,2.0
C0004604,C0028081,1.0
C0004604,C0848633,1.0
C0004604,C0023380,2.0
C0004604,C1260880,1.0
C0004604,C0150055,3.0
C0004604,C0016512,1.0
C0004604,C0235129,1.0
C0004604,C0231749,2.0
C0004604,C1446787,4.0
C0004604,C0023222,4.0
C0004604,C0007859,2.0
C0004604,C0242429,1.0
C0004604,C0024031,8.0
C0004604,C0596601,2.0
C0004604,C0014724,5.0
C0004604,C0748706,5.0
C0004604,C0302539,1.0
C0004604,C1517205,2.0
C0004604,C0010200,7.0
C0004604,C0037763,6.0
C0004604,C0438716,1.0
C0004604,C0677500,3.0
C0004604,C0857160,1.0
C0004604,C0234229,1.0
C0004604,C0016382,3.0
C0004604,C0278145,5.0
C0004604,C0013395,2.0
C0004604,C0018834,2.0
C0004604,C0232292,1.0
C0004604,C0024902,1.0
C0004604,C1321587,3.0
C0004604,C0016204,3.0
C0004604,C0281856,1.0
C0004604,C0235108,2.0
C0004604,C0151786,1.0
C0004604,C0574068,3.0
C0004604,C0239377,2.0
C0004604,C0425449,1.0
C0004604,C0238741,3.0
C0004604,C0232487,1.0
C0004604,C0238740,2.0
C0004604,C3257980,1.0
C0004604,C0558489,1.0
C0004604,C0549343,1.0
C0004604,C0858665,1.0
C0004604,C0423571,1.0
C0004604,C0235710,1.0
C0004604,C0030794,9.0
C0004604,C0232492,1.0
C0004604,C0238552,1.0
C0004604,C0019559,5.0
C0004604,C0085631,1.0
C0004604,C0278007,1.0
C0004604,C0221785,1.0
C0004604,C0575090,1.0
C0004604,C0541828,1.0
C0004604,C0151315,1.0
C0004604,C0278146,3.0
C0004604,C0700153,1.0
C0004604,C0221170,5.0
C0004604,C0006625,1.0
C0004604,C0233488,1.0
C0004604,C0231217,1.0
C0004604,C0549248,1.0
C0004604,C0231710,1.0
C0004604,C0278139,1.0
C0004604,C0184567,1.0
C0004604,C0152149,1.0
C0004604,C0234254,1.0
C0004604,C0234253,1.0
C0004604,C0812426,1.0
C0004604,C0234250,1.0
C0004604,C2202100,2.0
C0004604,C0239783,1.0
C0004604,C0741396,1.0
C0004604,C0027498,1.0
C0004604,C0240007,1.0
C0004604,C0221161,1.0
C0004604,C0235299,1.0
C0004604,C0242030,1.0
C0004604,C0037317,1.0
C0004604,C0231655,1.0
C0004604,C3640015,1.0
C0004604,C0476288,1.0
C0004604,C0850630,1.0
C0004604,C0015644,2.0
C0004604,C0423640,1.0
C0004604,C0016199,2.0
C0004604,C0858898,1.0
C0004604,C0241040,1.0
C0004604,C2142181,1.0
C0004604,C0476270,1.0
C0004604,C2016599,1.0
C0004604,C0949445,1.0
C0004604,C0238656,1.0
C0004604,C0013428,1.0
C0004604,C0017672,1.0
C0004604,C0235706,1.0
C0004604,C0232495,1.0
C0004604,C0151830,1.0
C0004604,C0751725,1.0
C0004604,C0332601,1.0
C0004604,C0521592,1.0
C0004604,C0877487,1.0
C0004604,C0857177,1.0
C0004604,C0241050,1.0
C0004604,C0581297,1.0
C0004604,C0857180,1.0
C0004604,C0838224,1.0
C0004604,C0423773,1.0
C0004604,C0581909,1.0
C0004604,C0578994,1.0
C0241705,C0003862,1.0
C0241705,C0024031,1.0
C0241705,C0030794,1.0
C0241705,C0019559,1.0
C0241705,C0152149,1.0
C0241705,C0549299,1.0
C0241705,C0838224,1.0
C0857516,C0344232,1.0
C0857516,C0849970,1.0
C0857516,C1705500,1.0
C0000737,C0032781,1.0
C0000737,C0085602,1.0
C0000737,C0003862,5.0
C0000737,C0520963,1.0
C0000737,C3257803,1.0
C0000737,C0235234,1.0
C0000737,C0401149,1.0
C0000737,C0042571,1.0
C0000737,C0344232,1.0
C0000737,C0028081,1.0
C0000737,C0027424,1.0
C0000737,C1446787,1.0
C0000737,C0007859,1.0
C0000737,C0242429,1.0
C0000737,C0234230,1.0
C0000737,C0596601,1.0
C0000737,C1443924,1.0
C0000737,C0344375,1.0
C0000737,C0010200,1.0
C0000737,C0037763,1.0
C0000737,C0438716,1.0
C0000737,C0392171,1.0
C0000737,C0039591,1.0
C0000737,C0677500,1.0
C0000737,C0016382,1.0
C0000737,C0857245,1.0
C0000737,C0278145,1.0
C0000737,C0013395,1.0
C0000737,C0018834,1.0
C0000737,C0043144,1.0
C0000737,C0151786,1.0
C0000737,C0232492,1.0
C0000737,C0085631,1.0
C0000737,C0278146,1.0
C0000737,C0240327,1.0
C0000737,C0476288,1.0
C0000737,C0023218,1.0
C0000737,C0159028,1.0
C0000737,C0476270,1.0
C0000737,C2169806,1.0
C0000737,C0026838,1.0
C0000737,C0241229,1.0
C0000737,C0578050,1.0
C0000737,C0426359,1.0
C0000737,C0152029,1.0
C0000737,C0422833,1.0
C0000737,C0586407,1.0
C0000737,C0241165,1.0
C0000737,C0240352,1.0
C0032781,C0085602,1.0
C0032781,C0003862,1.0
C0032781,C0520963,1.0
C0032781,C3257803,1.0
C0032781,C0235234,2.0
C0032781,C0401149,1.0
C0032781,C0028081,1.0
C0032781,C0027424,1.0
C0032781,C0848633,1.0
C0032781,C1260880,4.0
C0032781,C0242429,4.0
C0032781,C0596601,1.0
C0032781,C0302539,1.0
C0032781,C0010200,12.0
C0032781,C0392171,1.0
C0032781,C0016382,1.0
C0032781,C0232292,2.0
C0032781,C0043144,1.0
C0032781,C0235108,2.0
C0032781,C0425449,1.0
C0032781,C0312422,1.0
C0032781,C0850149,4.0
C0032781,C0019825,1.0
C0032781,C0847554,1.0
C0085602,C0003862,1.0
C0085602,C0520963,1.0
C0085602,C3257803,1.0
C0085602,C0235234,1.0
C0085602,C0401149,1.0
C0003862,C0520963,1.0
C0003862,C3257803,1.0
C0003862,C0235234,1.0
C0003862,C0401149,2.0
C0003862,C0850045,1.0
C0003862,C0234369,1.0
C0003862,C0235240,1.0
C0003862,C0042571,4.0
C0003862,C0600142,1.0
C0003862,C0344232,2.0
C0003862,C0028081,2.0
C0003862,C0027424,2.0
C0003862,C0023380,2.0
C0003862,C0700590,1.0
C0003862,C1446787,1.0
C0003862,C0023222,1.0
C0003862,C0007859,3.0
C0003862,C0242429,5.0
C0003862,C0877197,1.0
C0003862,C0024031,3.0
C0003862,C0234230,5.0
C0003862,C0596601,1.0
C0003862,C3839047,1.0
C0003862,C0302539,2.0
C0003862,C0344375,1.0
C0003862,C1517205,2.0
C0003862,C0010200,2.0
C0003862,C0438716,1.0
C0003862,C0392171,3.0
C0003862,C0677500,1.0
C0003862,C0016382,1.0
C0003862,C0857245,1.0
C0003862,C0278145,2.0
C0003862,C0018834,1.0
C0003862,C0043144,1.0
C0003862,C1321587,1.0
C0003862,C0151786,2.0
C0003862,C0439053,2.0
C0003862,C0239377,1.0
C0003862,C2957106,1.0
C0003862,C0030794,1.0
C0003862,C0019559,2.0
C0003862,C1282310,1.0
C0003862,C0232491,1.0
C0003862,C0085631,1.0
C0003862,C0425481,1.0
C0003862,C0085636,2.0
C0003862,C0162298,1.0
C0003862,C0751559,1.0
C0003862,C0575090,2.0
C0003862,C0239511,1.0
C0003862,C0427008,4.0
C0003862,C0278146,2.0
C0003862,C0241898,1.0
C0003862,C0231772,1.0
C0003862,C0184567,1.0
C0003862,C0152149,1.0
C0003862,C0240327,1.0
C0003862,C0151827,1.0
C0003862,C0423693,1.0
C0003862,C1306878,1.0
C0003862,C0152031,1.0
C0003862,C0231655,1.0
C0003862,C0476288,1.0
C0003862,C0023218,1.0
C0003862,C0850149,1.0
C0003862,C0015644,1.0
C0003862,C0235267,1.0
C0003862,C0232849,1.0
C0003862,C0016199,1.0
C0003862,C0848720,1.0
C0003862,C0159028,1.0
C0003862,C0848277,1.0
C0003862,C0476270,1.0
C0003862,C0740903,1.0
C0003862,C2370950,1.0
C0003862,C2169806,1.0
C0003862,C0026838,1.0
C0003862,C0423006,1.0
C0003862,C0013428,1.0
C0003862,C0578050,1.0
C0003862,C0239772,1.0
C0003862,C0426359,1.0
C0003862,C0152029,1.0
C0003862,C0422833,1.0
C0003862,C0586407,1.0
C0003862,C0241165,1.0
C0003862,C0240129,1.0
C0003862,C0034886,1.0
C0003862,C0853946,1.0
C0003862,C0522179,1.0
C0003862,C0838224,1.0
C0003862,C2364082,1.0
C0520963,C3257803,1.0
C0520963,C0235234,1.0
C0520963,C0401149,1.0
C3257803,C0235234,1.0
C3257803,C0401149,1.0
C3257803,C0085636,1.0
C3257803,C0241898,1.0
C3257803,C0015644,1.0
C0235234,C0401149,1.0
C0235234,C1260880,1.0
C0235234,C0242429,2.0
C0235234,C0010200,3.0
C0235234,C0018834,1.0
C0235234,C0043144,1.0
C0235234,C0235108,1.0
C0235234,C0425449,1.0
C0235234,C0850149,1.0
C0235234,C0877667,1.0
C0401149,C0849850,1.0
C0401149,C0948094,1.0
C0401149,C0184567,1.0
C0401149,C0034886,1.0
C0401149,C0853946,1.0
C0850045,C0234369,1.0
C0850045,C0235240,1.0
C0850045,C0042571,1.0
C0850045,C0600142,1.0
C0850045,C0344232,1.0
C0850045,C1446787,1.0
C0850045,C0023222,1.0
C0850045,C0234229,1.0
C0850045,C0558489,1.0
C0850045,C0232849,1.0
C0234369,C0235240,1.0
C0234369,C0042571,1.0
C0234369,C0600142,1.0
C0234369,C0344232,1.0
C0234369,C0028081,1.0
C0234369,C0007859,1.0
C0234369,C1397014,1.0
C0234369,C0748706,1.0
C0234369,C1321898,1.0
C0234369,C0344375,1.0
C0234369,C1321587,1.0
C0234369,C0235710,1.0
C0234369,C0085631,1.0
C0234369,C0427008,1.0
C0234369,C0522359,1.0
C0234369,C0221170,1.0
C0234369,C0564823,1.0
C0234369,C0231217,1.0
C0234369,C0235239,1.0
C0234369,C0857072,1.0
C0234369,C0427086,1.0
C0234369,C0857233,1.0
C0234369,C0015644,2.0
C0234369,C1704276,1.0
C0234369,C0949445,1.0
C0234369,C0231753,1.0
C0234369,C0746674,1.0
C0234369,C0495682,1.0
C0234369,C0235160,1.0
C0235240,C0042571,1.0
C0235240,C0600142,1.0
C0235240,C0344232,2.0
C0235240,C0023380,1.0
C0235240,C0024902,1.0
C0235240,C0281856,1.0
C0235240,C0558489,1.0
C0042571,C0600142,2.0
C0042571,C0344232,4.0
C0042571,C0028081,1.0
C0042571,C0027424,1.0
C0042571,C0232471,1.0
C0042571,C0700590,1.0
C0042571,C0023222,1.0
C0042571,C0242429,1.0
C0042571,C1397014,2.0
C0042571,C0596601,1.0
C0042571,C0302539,1.0
C0042571,C1517205,1.0
C0042571,C0010200,2.0
C0042571,C0037763,1.0
C0042571,C0392171,2.0
C0042571,C0677500,1.0
C0042571,C0016382,3.0
C0042571,C0857245,1.0
C0042571,C0018834,1.0
C0042571,C0043144,1.0
C0042571,C0151786,1.0
C0042571,C0423571,1.0
C0042571,C0085636,1.0
C0042571,C0751559,1.0
C0042571,C0575090,3.0
C0042571,C0427008,1.0
C0042571,C0522359,1.0
C0042571,C0278146,1.0
C0042571,C0231217,1.0
C0042571,C0232289,1.0
C0042571,C0312422,1.0
C0042571,C0581879,1.0
C0042571,C0240327,1.0
C0042571,C0231655,1.0
C0042571,C0476288,1.0
C0042571,C0159028,1.0
C0042571,C0522365,3.0
C0042571,C0848277,1.0
C0042571,C0476270,1.0
C0042571,C0232602,1.0
C0042571,C2370950,1.0
C0042571,C2169806,1.0
C0042571,C0026838,1.0
C0042571,C0578050,1.0
C0042571,C0426359,1.0
C0042571,C0152029,1.0
C0042571,C0422833,1.0
C0042571,C0586407,1.0
C0042571,C0241165,1.0
C0042571,C0877487,1.0
C0600142,C0344232,2.0
C0600142,C0028081,3.0
C0600142,C1446787,1.0
C0600142,C0024031,2.0
C0600142,C0748706,1.0
C0600142,C0302539,1.0
C0600142,C0344375,1.0
C0600142,C0010200,2.0
C0600142,C0392171,1.0
C0600142,C0016382,4.0
C0600142,C0857245,1.0
C0600142,C0232292,1.0
C0600142,C0235108,1.0
C0600142,C0151786,1.0
C0600142,C0238741,1.0
C0600142,C0238740,1.0
C0600142,C0235710,1.0
C0600142,C0085631,1.0
C0600142,C0522359,1.0
C0600142,C0564823,1.0
C0600142,C0581879,1.0
C0600142,C0236075,2.0
C0600142,C0037317,1.0
C0600142,C0234657,1.0
C0600142,C0232602,1.0
C0600142,C0332601,1.0
C0600142,C0877487,1.0
C0344232,C0028081,1.0
C0344232,C0027424,1.0
C0344232,C0232471,1.0
C0344232,C0150055,2.0
C0344232,C0242429,1.0
C0344232,C1443924,1.0
C0344232,C0302539,2.0
C0344232,C0010200,1.0
C0344232,C0392171,1.0
C0344232,C0677500,1.0
C0344232,C0016382,1.0
C0344232,C0857245,1.0
C0344232,C0018834,1.0
C0344232,C0043144,1.0
C0344232,C0744318,1.0
C0344232,C0024902,1.0
C0344232,C0016204,1.0
C0344232,C0151786,1.0
C0344232,C0239377,1.0
C0344232,C0558489,1.0
C0344232,C0564820,1.0
C0344232,C0085636,1.0
C0344232,C0278146,1.0
C0344232,C0581879,1.0
C0344232,C0240327,1.0
C0344232,C0151827,1.0
C0344232,C0085635,1.0
C0344232,C0235283,1.0
C0344232,C0271188,1.0
C0344232,C0476288,1.0
C0344232,C0849970,1.0
C0344232,C0159028,1.0
C0344232,C3665346,1.0
C0344232,C0522365,1.0
C0344232,C0423618,1.0
C0344232,C0476270,1.0
C0344232,C0232602,1.0
C0344232,C2169806,1.0
C0344232,C0026838,1.0
C0344232,C0239431,1.0
C0344232,C0578050,1.0
C0344232,C0426359,1.0
C0344232,C0152029,1.0
C0344232,C0422833,1.0
C0344232,C0586407,1.0
C0344232,C0241165,1.0
C0344232,C0920289,1.0
C0344232,C0877487,1.0
C0344232,C0497293,1.0
C0028081,C0027424,1.0
C0028081,C1260880,1.0
C0028081,C0242429,3.0
C0028081,C0748706,1.0
C0028081,C1517205,1.0
C0028081,C0010200,4.0
C0028081,C0392171,3.0
C0028081,C0677500,1.0
C0028081,C0016382,1.0
C0028081,C0857245,1.0
C0028081,C0278145,1.0
C0028081,C0043144,1.0
C0028081,C0235108,1.0
C0028081,C0151786,2.0
C0028081,C0549343,1.0
C0028081,C0278146,2.0
C0028081,C0240327,1.0
C0028081,C0235239,1.0
C0028081,C0812426,1.0
C0028081,C0085635,1.0
C0028081,C0236075,1.0
C0028081,C0687681,1.0
C0028081,C0037317,1.0
C0028081,C0476288,1.0
C0028081,C0839480,1.0
C0028081,C0850149,1.0
C0028081,C0234657,1.0
C0028081,C0458109,1.0
C0028081,C0159028,1.0
C0028081,C0476270,1.0
C0028081,C0426484,1.0
C0028081,C2169806,1.0
C0028081,C0026838,1.0
C0028081,C0238656,1.0
C0028081,C0578050,1.0
C0028081,C0426359,1.0
C0028081,C0152029,1.0
C0028081,C0422833,1.0
C0028081,C0586407,1.0
C0028081,C0241165,1.0
C0028081,C0332601,1.0
C0027424,C0522251,1.0
C0027424,C0848633,1.0
C0027424,C1260880,1.0
C0027424,C0242429,3.0
C0027424,C0010200,3.0
C0027424,C0392171,2.0
C0027424,C0677500,1.0
C0027424,C0857245,1.0
C0027424,C0232292,1.0
C0027424,C0043144,1.0
C0027424,C0024902,1.0
C0027424,C0151786,1.0
C0027424,C0085636,1.0
C0027424,C0015468,1.0
C0027424,C0278146,1.0
C0027424,C0184567,1.0
C0027424,C0741426,1.0
C0027424,C0240327,1.0
C0027424,C0476288,1.0
C0027424,C0159028,1.0
C0027424,C0476270,1.0
C0027424,C0019825,1.0
C0027424,C0740903,1.0
C0027424,C2370950,1.0
C0027424,C2169806,1.0
C0027424,C0026838,1.0
C0027424,C0578050,1.0
C0027424,C0426359,1.0
C0027424,C0152029,1.0
C0027424,C0422833,1.0
C0027424,C0586407,1.0
C0027424,C0241165,1.0
C0522251,C0848633,2.0
C0522251,C0242429,1.0
C0522251,C0748706,1.0
C0522251,C0010200,1.0
C0522251,C0438716,1.0
C0522251,C0848290,1.0
C0522251,C0239783,1.0
C0522251,C0850149,1.0
C0522251,C0849795,1.0
C0522251,C0239134,2.0
C0522251,C0849970,1.0
C0522251,C0152029,1.0
C0848633,C1260880,1.0
C0848633,C0235129,1.0
C0848633,C0748706,2.0
C0848633,C0010200,1.0
C0848633,C0018834,1.0
C0848633,C0232292,1.0
C0848633,C0281856,1.0
C0848633,C0239377,1.0
C0848633,C0549343,1.0
C0848633,C0858665,1.0
C0848633,C0423571,1.0
C0848633,C0015468,1.0
C0848633,C0221170,1.0
C0848633,C0239783,1.0
C0848633,C0857126,1.0
C0848633,C0749874,1.0
C0848633,C0857233,1.0
C0848633,C0849970,1.0
C0848633,C2370950,1.0
C0232471,C0242429,1.0
C0232471,C0239649,2.0
C0232471,C0312422,1.0
C0232471,C0235150,2.0
C0232471,C0231239,1.0
C0023380,C0150055,1.0
C0023380,C1446787,1.0
C0023380,C0023222,1.0
C0023380,C0007859,1.0
C0023380,C0242429,1.0
C0023380,C0234230,2.0
C0023380,C0596601,1.0
C0023380,C0014724,1.0
C0023380,C0010200,1.0
C0023380,C0037763,1.0
C0023380,C0392171,1.0
C0023380,C0241745,1.0
C0023380,C0013395,2.0
C0023380,C0018834,3.0
C0023380,C0232292,1.0
C0023380,C1321587,1.0
C0023380,C0281856,2.0
C0023380,C0848290,1.0
C0023380,C0239377,1.0
C0023380,C2957106,1.0
C0023380,C3257980,1.0
C0023380,C0563275,1.0
C0023380,C1282310,1.0
C0023380,C0085631,1.0
C0023380,C0425481,1.0
C0023380,C0278007,1.0
C0023380,C0700153,1.0
C0023380,C0581879,1.0
C0023380,C0241494,1.0
C0023380,C0848283,1.0
C0023380,C0037317,1.0
C0023380,C0423621,1.0
C0023380,C0423636,1.0
C0023380,C1704276,1.0
C0023380,C0017672,1.0
C0023380,C0085632,1.0
C0023380,C0238973,1.0
C0023380,C0020429,1.0
C0023380,C0578994,1.0
C0700590,C0302539,1.0
C0700590,C0427008,1.0
C0700590,C0231655,1.0
C1260880,C0242429,4.0
C1260880,C0010200,8.0
C1260880,C0392171,1.0
C1260880,C0677500,1.0
C1260880,C0018834,1.0
C1260880,C0425449,1.0
C1260880,C0221785,1.0
C1260880,C0015468,3.0
C1260880,C0741426,1.0
C1260880,C0312422,1.0
C1260880,C0850149,2.0
C1260880,C0857126,1.0
C1260880,C0749874,1.0
C1260880,C0857233,1.0
C1260880,C0849970,1.0
C1260880,C0847550,1.0
C1260880,C0849911,1.0
C0150055,C0231749,1.0
C0150055,C0023222,3.0
C0150055,C0007859,1.0
C0150055,C0024031,1.0
C0150055,C0234230,1.0
C0150055,C0748706,4.0
C0150055,C1321898,1.0
C0150055,C0520962,1.0
C0150055,C0344375,1.0
C0150055,C0037763,1.0
C0150055,C0241745,1.0
C0150055,C0018834,1.0
C0150055,C0024902,1.0
C0150055,C0235108,1.0
C0150055,C0239377,1.0
C0150055,C0425449,1.0
C0150055,C0232492,1.0
C0150055,C0238552,1.0
C0150055,C0149738,1.0
C0150055,C0005904,1.0
C0150055,C0427008,1.0
C0150055,C0700153,1.0
C0150055,C0233488,1.0
C0150055,C0549248,1.0
C0150055,C0231710,1.0
C0150055,C0184567,1.0
C0150055,C0234253,1.0
C0150055,C0087169,1.0
C0150055,C0839480,1.0
C0150055,C0015644,1.0
C0150055,C0232849,1.0
C0150055,C1704276,1.0
C0150055,C0027796,1.0
C0150055,C0404484,1.0
C0150055,C0236078,1.0
C0150055,C0857177,1.0
C0150055,C0423773,1.0
C0016512,C1446787,1.0
C0016512,C0024031,1.0
C0016512,C0037763,2.0
C0016512,C0234229,1.0
C0016512,C0238741,1.0
C0016512,C0700153,1.0
C0016512,C0857031,1.0
C0016512,C0231780,1.0
C0016512,C0231655,1.0
C0016512,C3640015,1.0
C0016512,C0476288,1.0
C0016512,C3640008,1.0
C0016512,C0232462,1.0
C0235129,C0231749,1.0
C0235129,C1446787,1.0
C0235129,C0242429,1.0
C0235129,C0024031,1.0
C0235129,C0596601,1.0
C0235129,C0748706,1.0
C0235129,C0241039,1.0
C0235129,C0018834,1.0
C0235129,C0024902,1.0
C0235129,C0281856,1.0
C0235129,C0239377,1.0
C0235129,C0238740,1.0
C0235129,C0549343,1.0
C0235129,C0858665,1.0
C0235129,C0423571,1.0
C0235129,C0564823,1.0
C0231749,C1446787,1.0
C0231749,C0024031,1.0
C0231749,C0748706,2.0
C0231749,C0234229,1.0
C0231749,C0278145,1.0
C0231749,C0235108,1.0
C0231749,C0439053,1.0
C0231749,C2957106,1.0
C0231749,C0221170,1.0
C0231749,C0234255,1.0
C0231749,C0553668,1.0
C0231749,C2202235,1.0
C0231749,C0839480,1.0
C0231749,C0015644,2.0
C0231749,C0241032,1.0
C1446787,C0024031,1.0
C1446787,C0596601,1.0
C1446787,C0344375,2.0
C1446787,C0037763,1.0
C1446787,C0234229,1.0
C1446787,C0016382,1.0
C1446787,C0231706,1.0
C1446787,C0312414,1.0
C1446787,C0278145,3.0
C1446787,C0566948,1.0
C1446787,C0423736,1.0
C1446787,C1321587,1.0
C1446787,C0030794,3.0
C1446787,C0085631,2.0
C1446787,C0425481,1.0
C1446787,C0564823,1.0
C1446787,C0152149,1.0
C1446787,C0849668,1.0
C1446787,C0087169,1.0
C1446787,C0848241,1.0
C1446787,C0850630,1.0
C1446787,C0026838,1.0
C1446787,C0013428,1.0
C1446787,C0232495,1.0
C1446787,C0151830,1.0
C1446787,C0751495,1.0
C1446787,C0240352,1.0
C0023222,C0007859,2.0
C0023222,C0751295,1.0
C0023222,C0024031,3.0
C0023222,C0234230,2.0
C0023222,C1517205,1.0
C0023222,C0037763,1.0
C0023222,C0039591,1.0
C0023222,C0241745,1.0
C0023222,C0278145,1.0
C0023222,C0024902,1.0
C0023222,C0235108,1.0
C0023222,C0239377,3.0
C0023222,C0425449,1.0
C0023222,C0238740,1.0
C0023222,C0030794,1.0
C0023222,C0019559,1.0
C0023222,C0149738,1.0
C0023222,C0278146,1.0
C0023222,C0700153,1.0
C0023222,C0221170,2.0
C0023222,C0241898,1.0
C0023222,C0231772,1.0
C0023222,C0564823,1.0
C0023222,C0239649,1.0
C0023222,C0231217,1.0
C0023222,C0549248,2.0
C0023222,C0239832,1.0
C0023222,C0239833,1.0
C0023222,C0234255,1.0
C0023222,C0423693,1.0
C0023222,C0239783,1.0
C0023222,C0240007,1.0
C0023222,C0858666,1.0
C0023222,C0023218,1.0
C0023222,C0015644,2.0
C0023222,C0159028,1.0
C0023222,C0239836,1.0
C0023222,C1704276,1.0
C0023222,C0009269,1.0
C0023222,C0847554,1.0
C0023222,C0751492,1.0
C0040460,C0242429,2.0
C0040460,C0234230,1.0
C0040460,C0010200,1.0
C0040460,C0037763,1.0
C0040460,C2364135,1.0
C0040460,C0392678,1.0
C0040460,C0015468,1.0
C0040460,C0278146,1.0
C0040460,C0178310,1.0
C0040460,C0581334,1.0
C0040460,C0312422,1.0
C0040460,C0423628,1.0
C0040460,C0439814,1.0
C0040460,C0553713,1.0
C0040460,C0027796,2.0
C0040460,C0426601,1.0
C0040460,C0017672,1.0
C0040460,C0241426,1.0
C0040460,C0154729,1.0
C0040460,C0853946,1.0
C0007859,C0877781,1.0
C0007859,C0242429,2.0
C0007859,C0751295,1.0
C0007859,C0024031,2.0
C0007859,C0748706,1.0
C0007859,C0302539,1.0
C0007859,C1517205,1.0
C0007859,C0010200,2.0
C0007859,C0857160,1.0
C0007859,C0278145,1.0
C0007859,C0235108,1.0
C0007859,C0848290,1.0
C0007859,C0239377,3.0
C0007859,C2957106,1.0
C0007859,C0558489,1.0
C0007859,C0085631,1.0
C0007859,C0085636,1.0
C0007859,C0423673,1.0
C0007859,C0259813,1.0
C0007859,C4042866,2.0
C0007859,C0239511,1.0
C0007859,C0427008,1.0
C0007859,C0151315,5.0
C0007859,C0015468,1.0
C0007859,C0221170,7.0
C0007859,C0564823,1.0
C0007859,C0231217,2.0
C0007859,C1096717,1.0
C0007859,C0184567,1.0
C0007859,C0239832,1.0
C0007859,C0564821,1.0
C0007859,C0234254,1.0
C0007859,C0239833,1.0
C0007859,C0234255,1.0
C0007859,C0239886,1.0
C0007859,C0234250,2.0
C0007859,C0034642,3.0
C0007859,C0863085,1.0
C0007859,C0578454,2.0
C0007859,C0015644,1.0
C0007859,C0016199,1.0
C0007859,C0239836,1.0
C0007859,C1704276,1.0
C0007859,C0949445,1.0
C0007859,C0746674,1.0
C0007859,C0009269,1.0
C0007859,C0559687,1.0
C0007859,C0578050,1.0
C1579838,C0242429,1.0
C1579838,C0877491,1.0
C0242429,C0877491,1.0
C0242429,C0024031,1.0
C0242429,C0234230,2.0
C0242429,C0014724,2.0
C0242429,C1517205,1.0
C0242429,C0010200,13.0
C0242429,C0037763,1.0
C0242429,C0438716,1.0
C0242429,C0392171,2.0
C0242429,C0677500,1.0
C0242429,C0857160,1.0
C0242429,C0857245,1.0
C0242429,C0278145,1.0
C0242429,C0018834,1.0
C0242429,C0043144,1.0
C0242429,C1321587,1.0
C0242429,C0235108,1.0
C0242429,C0151786,1.0
C0242429,C0848290,1.0
C0242429,C0549343,1.0
C0242429,C0235710,1.0
C0242429,C0085636,1.0
C0242429,C0423673,1.0
C0242429,C0427008,1.0
C0242429,C0151315,1.0
C0242429,C0278146,1.0
C0242429,C0848220,1.0
C0242429,C0700153,1.0
C0242429,C0221170,1.0
C0242429,C0863104,1.0
C0242429,C0581334,1.0
C0242429,C0234254,1.0
C0242429,C0240327,1.0
C0242429,C0234255,1.0
C0242429,C0812426,1.0
C0242429,C0848283,1.0
C0242429,C0151827,2.0
C0242429,C0085635,1.0
C0242429,C0558920,1.0
C0242429,C0423628,1.0
C0242429,C0152031,1.0
C0242429,C0476288,1.0
C0242429,C0850630,1.0
C0242429,C0850149,4.0
C0242429,C0578454,1.0
C0242429,C0849795,1.0
C0242429,C0239134,1.0
C0242429,C0849970,1.0
C0242429,C0159028,1.0
C0242429,C0476270,1.0
C0242429,C0019825,4.0
C0242429,C0426484,2.0
C0242429,C2169806,1.0
C0242429,C0026838,1.0
C0242429,C0238656,1.0
C0242429,C0559687,1.0
C0242429,C0578050,1.0
C0242429,C0426359,1.0
C0242429,C0152029,1.0
C0242429,C0422833,1.0
C0242429,C0586407,1.0
C0242429,C0241165,1.0
C0242429,C0236078,1.0
C0242429,C0849791,1.0
C0242429,C0581297,1.0
C0877491,C0221776,1.0
C0877197,C0234230,1.0
C0877197,C0302539,1.0
C0235031,C0751295,1.0
C0235031,C1517205,1.0
C0235031,C0037763,2.0
C0235031,C0085636,1.0
C0235031,C0239836,1.0
C0751295,C0010200,1.0
C0751295,C0849959,1.0
C0751295,C0239377,1.0
C0751295,C2957106,2.0
C0751295,C0085636,1.0
C0751295,C0751559,1.0
C0751295,C0233844,1.0
C0751295,C0221170,1.0
C0751295,C0241898,1.0
C0751295,C0239832,1.0
C0751295,C0015644,1.0
C0751295,C0159028,1.0
C1397014,C0014724,1.0
C1397014,C0010200,1.0
C1397014,C0085631,1.0
C1397014,C0575090,1.0
C1397014,C0522359,1.0
C1397014,C1704276,1.0
C1397014,C2370950,1.0
C0849852,C0039591,1.0
C0849852,C0016204,1.0
C0849852,C0234655,1.0
C0024031,C0234230,1.0
C0024031,C0748706,3.0
C0024031,C0037763,2.0
C0024031,C0278145,2.0
C0024031,C0018834,1.0
C0024031,C1321587,1.0
C0024031,C0239377,3.0
C0024031,C0238741,1.0
C0024031,C0238740,4.0
